900 115762
704 302 32219297
850 854 9117225
211 369 45067352
434 748 35119734
388 403 79997224
688 895 10621921
379 432 34948468
100 620 85410063
116 405 37111424
428 272 44669296
883 551 17385342
644 458 56873432
233 115 78706120
825 687 64087739
637 545 89724685
597 538 10696611
263 175 79561674
461 248 43859269
319 369 43366852
753 179 51796728
855 504 72125008
760 368 51136309
212 645 21552507
504 814 71622925
225 436 60121635
885 837 18114091
411 811 83667057
735 874 65764608
377 274 70956278
579 871 49955671
190 98 29608381
474 213 33446207
773 756 52211175
425 73 27439934
739 857 64291019
165 695 90371800
129 369 56317996
804 831 86819704
817 662 89772456
162 862 59898903
229 619 59189476
156 377 87497348
855 519 28000415
35 336 81364842
441 61 85379009
14 46 43128469
602 764 21694198
284 415 26485644
503 462 86861501
618 124 10704808
622 226 69505673
746 643 3224031
30 523 57273095
325 477 26546014
81 328 67515483
648 373 28338807
371 399 54756210
12 592 57768990
233 728 54156541
145 57 78198908
332 694 12379400
818 628 4903557
661 138 56494317
766 716 58730774
579 620 56677059
616 614 77855604
668 255 40152246
608 493 43055053
818 374 87984277
248 206 41469212
732 614 90865015
147 343 49491049
30 420 70346341
305 858 3252008
335 182 35523924
660 568 59000568
274 579 85163248
883 252 12508590
708 164 60919212
214 143 63668682
747 339 53469803
688 123 81208741
514 213 74176892
236 178 797330
750 857 16024561
403 821 58726013
258 357 19285147
404 751 60440256
635 866 50307253
46 706 60781844
160 608 4882490
180 830 5801587
227 532 25273077
69 230 77996763
881 664 53632959
283 189 72004165
197 223 76455329
296 270 36684419
830 531 49514382
292 717 77745927
708 249 30009981
36 335 19695455
131 25 75256321
869 898 24195655
555 272 70580192
382 716 74483104
12 159 45684737
713 147 5179819
419 34 5557585
209 548 43715432
14 428 7866020
698 309 74075013
743 311 22394930
366 128 25666253
878 878 46637905
541 763 40568721
638 141 32679561
838 224 4927074
651 625 52764321
888 488 76716490
778 278 37063421
50 177 70461045
179 78 61084718
107 882 35723446
186 429 72018430
285 899 78855879
222 760 12371845
33 888 26418166
24 516 62213439
617 416 60216097
336 658 13909779
520 660 46328060
895 86 54471662
209 23 25577084
435 6 40322104
516 872 14447445
321 469 198537
479 357 15504757
205 678 77451306
530 468 18545571
780 445 59642387
671 562 40355841
717 802 56167854
106 478 67886424
608 302 23545354
193 608 72259273
190 155 57862369
144 571 3716036
54 84 24930255
117 305 2522048
41 184 74111096
429 519 36416865
483 157 56151392
773 632 5750945
487 815 55247331
322 845 64826233
186 25 4382165
477 63 19067539
763 852 47015850
723 830 36197620
820 132 32598799
78 481 33865402
171 712 25652994
493 153 45791398
446 306 4708268
247 241 1915221
191 258 82259380
571 437 73828739
92 638 62524117
685 485 82635540
271 848 31724251
408 424 14533116
106 773 83326474
469 159 76574517
784 558 4130475
50 217 20772653
766 727 88412973
704 510 47235867
223 105 68290106
447 861 63630213
80 721 4180135
721 468 15843277
467 289 85535367
331 705 34838989
27 459 82796572
474 405 60156910
527 794 12817231
862 130 24582545
150 363 62290335
838 745 39680073
829 69 54105413
582 530 12043905
740 642 52182878
135 289 29095760
222 140 41978363
6 857 6184225
253 669 68608142
385 866 73845049
191 520 88738369
623 284 15956317
534 645 40850507
652 171 75581347
773 5 49827958
810 822 56552424
741 548 20043131
888 206 40156638
456 601 86180595
139 282 52241251
780 190 61693473
303 91 38794441
168 747 5865089
742 866 73243558
705 277 84477021
693 142 44567833
870 176 63570418
737 217 53761214
285 387 1786228
674 20 1039658
575 400 53711074
815 865 4302295
635 255 83385102
143 46 54700333
379 405 78676244
65 433 51269382
884 863 76455257
269 31 26787702
174 858 29798193
388 87 30053995
757 566 40414022
127 701 41081961
89 329 57316553
735 109 68717669
102 254 31676507
859 100 29842129
188 220 8386697
293 379 72583776
152 466 31698620
256 316 72035394
72 470 77995116
192 254 88595474
351 104 14901322
127 194 31464737
386 338 23506812
322 514 14648420
880 423 2041237
254 499 54019365
682 158 81687210
839 264 10712926
858 798 3764558
440 622 31711236
36 485 59388798
588 823 48526303
120 486 81573966
29 173 89117829
845 116 83811540
420 294 82848841
425 418 81604912
147 863 37127000
346 119 34050996
638 307 54355535
501 146 8550971
514 775 82920391
498 36 13856768
652 385 21686353
422 890 12148938
226 791 23753447
35 866 42750456
56 294 27245174
27 450 46750080
764 877 46409201
169 106 52970888
606 413 72709018
102 429 59475792
704 788 39541586
441 108 87770658
694 764 60986766
730 584 84515259
311 446 45752119
458 531 85596916
454 185 10844612
821 407 45249469
77 18 79622924
82 427 6665965
317 160 40899178
246 815 57191656
700 627 65095725
676 885 3032614
661 418 49667027
406 396 86944449
890 378 3305635
734 10 20815693
112 899 71918741
210 812 61796721
625 711 56996008
33 202 48566023
369 360 28802731
682 736 80090739
78 340 48813737
215 118 66523117
864 140 44651807
659 153 51486560
732 636 89098365
415 557 37169305
68 378 87811810
466 900 58238457
673 348 46081203
839 149 79153147
599 344 58952194
173 444 26293446
229 511 27972104
226 586 18671386
178 125 66467618
555 47 46619717
604 753 86937921
580 437 3710799
387 383 76956657
508 99 87098082
338 283 33549657
572 485 74670568
365 36 78201249
724 248 37638664
881 140 65983957
692 220 21537658
376 604 39973518
80 480 78198804
213 18 86311408
639 814 1342474
551 469 8225357
479 205 18499642
59 848 2904870
55 8 78337946
812 844 80898551
140 26 52996212
166 429 11696504
448 773 89303120
371 189 76960802
878 474 32794705
543 487 89442826
327 332 31656862
717 483 20572910
289 705 40585167
839 219 8757642
67 219 11740800
798 415 19587887
539 881 5475416
870 438 87356045
346 664 46050788
842 552 3727044
639 130 64291343
78 326 5350998
568 475 51886210
202 137 41821349
170 663 74671853
685 568 19751146
181 441 51052622
215 256 8269204
722 795 12948292
342 171 86245450
394 837 20033408
729 388 22354297
449 637 51091592
348 603 46126569
744 297 80317459
833 267 80756290
393 766 3935815
423 817 69307978
619 589 4494797
474 436 65897155
462 838 49573440
561 888 86723853
11 862 22727807
639 536 20139872
613 150 67976258
254 174 43380834
261 483 54431844
266 164 53489809
690 301 10830987
110 398 90518758
529 63 53496054
849 56 41056918
650 511 76690561
710 775 52340443
237 663 62205032
440 409 53499010
77 256 45750514
762 270 61608868
151 228 30407361
663 411 75514133
248 377 63988551
775 191 21779448
538 130 37895291
84 858 16666820
563 403 18974170
865 768 63007182
769 565 921312
818 788 17757404
867 680 56104486
137 567 32521421
278 107 8877251
470 892 2507971
619 820 18392180
76 595 53741882
67 282 63192755
773 228 75204527
134 893 10243627
633 699 77597964
67 54 15207143
103 239 21996958
3 97 6384922
513 189 81443202
793 484 7688753
812 435 83317466
774 854 76131044
454 26 50034166
218 819 68487497
462 214 74078212
241 244 73140341
775 775 24008581
86 557 82038386
704 576 43052559
563 185 68214163
876 734 30260463
862 746 49407547
351 158 50342705
709 531 23504032
251 856 65326394
359 331 47660377
728 488 11139780
221 637 88693497
664 488 35524123
161 671 87655880
251 807 73467730
673 697 24879901
599 582 5860508
320 841 8510340
372 679 11155760
415 890 55936324
449 63 85416893
521 179 45332284
724 489 32600128
183 702 47500800
294 789 70814983
365 551 32553055
140 680 46544460
450 692 73380110
463 485 69243933
307 372 8427268
881 575 10849640
176 391 80962514
164 619 7774043
333 881 60896917
441 552 500846
846 576 4605512
822 514 24847783
707 540 36990902
683 209 51520720
684 394 77333847
314 66 14064708
625 455 38987466
158 682 64219340
871 532 16983399
511 60 3549614
737 18 88752134
511 725 81386453
251 149 57892147
770 794 56100566
129 838 52161512
179 135 37070169
553 150 46172082
93 265 68067925
724 886 69881477
438 337 84203835
145 110 67815375
86 285 18517206
521 505 17351706
257 755 21209729
863 133 39740206
96 537 83024758
401 80 76647445
352 106 22691486
549 771 74905138
50 769 22791944
453 96 73513897
355 662 58204550
350 313 13245716
529 298 72124241
388 285 76599778
19 87 36327125
340 631 72735619
353 322 72759168
544 403 29275511
401 807 69180205
518 690 35274461
842 314 11124076
137 287 3973417
781 173 85963494
74 23 49910668
478 286 89667626
339 146 76441994
407 663 31460790
455 540 80250600
649 17 31266751
324 152 69370630
829 816 31333995
390 81 56907291
184 239 7646719
822 417 4626470
362 81 23116820
432 620 67301544
782 448 32365979
332 879 82265827
283 495 65884373
462 579 32623760
308 513 56114966
853 432 1888991
177 878 16478761
87 616 29483627
499 479 17782761
498 620 71488829
844 167 28534254
856 899 84941681
224 898 10762058
547 644 41588804
360 190 29931881
602 78 74587609
598 726 3022793
554 423 80915125
475 647 78515026
353 83 14523847
11 91 70482290
206 604 9537188
148 169 23879953
730 889 31774434
503 480 55729497
511 597 23359629
300 89 51172674
309 394 31495559
533 43 44319687
212 900 22205893
756 674 48517769
154 241 58622693
824 582 54867728
655 92 30782469
111 643 5837184
151 576 17101874
627 444 19748684
774 380 49156475
900 414 1937907
708 678 66057255
755 264 46519018
788 62 39623514
705 453 54702697
648 682 28547765
548 651 49406450
767 616 47603101
568 552 26316938
322 253 4916232
355 37 76611563
771 846 9786982
5 393 45716287
368 774 10852370
680 764 26142284
193 585 33130091
281 841 68121716
825 652 79842930
304 890 70377426
156 500 87657893
307 192 38122334
759 562 45298873
204 386 81757690
194 5 75089213
294 869 32937461
788 581 10408639
527 94 30188853
895 240 84171723
900 233 46877653
717 365 81592372
818 838 59524886
339 686 57930338
535 599 58813298
57 119 23691636
831 59 2639513
59 418 13334395
627 706 3402138
345 795 85205748
425 11 26374493
819 379 84767628
744 420 20593238
542 182 58094947
144 446 56280298
605 142 89975307
608 188 85688228
469 276 57675466
686 110 2413189
60 252 87484721
394 276 70577147
24 518 54461378
587 850 78069282
501 705 22943465
859 15 30258103
311 588 22896044
810 39 43979622
428 441 68363214
352 262 62924385
895 488 3445868
498 505 35484866
123 850 12204558
617 330 82336485
723 887 66233808
542 138 70119929
28 514 15850856
86 723 2886806
155 594 60793022
507 288 31609558
598 833 25450725
73 138 31835543
27 702 80457669
706 306 65864074
696 580 13334169
317 227 76489636
719 346 54772436
562 334 81885400
151 538 31483276
51 674 57776789
1 768 45608331
620 472 40954552
500 209 65508417
48 865 26609951
729 311 17529416
377 200 1835829
190 829 5388057
240 131 59363803
630 569 18586860
218 695 24933155
471 379 77632694
795 790 71401507
531 173 86326238
474 894 76475535
759 706 17151369
695 753 50381773
326 329 87107234
311 588 36348231
134 5 49486302
159 650 15752528
577 152 20582316
864 448 50128322
870 658 53434878
12 84 61955776
221 764 17341664
499 447 22457177
549 99 39713928
378 480 32710974
53 536 40986434
380 257 50669297
210 448 12214500
839 143 37091707
802 674 78709773
595 851 42901537
532 722 77459185
834 77 60669145
345 753 37190054
212 565 65829496
20 868 40804198
669 235 24693704
178 656 31446935
101 845 23528946
563 256 47518861
391 609 70171422
78 172 66216772
374 522 61832660
204 670 69543158
785 207 78559193
469 584 70305300
208 417 39438090
233 135 88435150
575 723 9836022
612 240 29962728
198 670 48229349
110 750 80957776
527 740 76815789
839 400 84302454
233 815 42961381
787 773 88556523
604 404 49844461
611 133 52359826
822 166 56304811
737 536 34978961
295 862 36921440
196 287 55906610
398 162 21730288
681 464 9203692
493 744 6009805
282 475 71021401
648 825 52087405
871 157 23345501
462 368 72995836
239 761 66412781
378 566 37322091
511 87 69394749
515 730 16905301
243 202 15891900
823 220 30861255
626 471 21532035
439 475 16157470
21 615 47574116
253 369 69823556
440 515 88497421
536 631 11824909
636 218 39339205
580 519 70904316
707 836 86050281
439 495 12209632
62 495 63519202
532 685 72174433
58 434 36495634
518 74 66287991
330 248 22912550
165 749 64348982
681 771 45746477
412 515 60346476
418 311 48850168
653 638 6958899
683 729 51856578
581 285 45383695
436 263 70675540
80 307 49478199
46 676 75628646
108 312 86860483
360 574 13112725
50 746 5475035
687 21 70698812
375 857 59776984
239 818 67841571
709 617 67843774
160 583 49055930
858 786 5234668
162 700 33195334
663 387 11643349
140 309 18734605
90 745 6422451
356 559 79626627
330 814 68139065
40 17 89133003
211 660 76748369
682 609 9548638
363 469 75278269
692 385 46983831
705 339 58814656
49 834 56078589
609 167 42801670
466 440 22286180
218 535 29220652
717 77 71931669
849 286 30131985
756 41 15860894
377 44 33990351
670 381 33805991
405 560 20436496
369 662 18494289
363 559 37679445
354 800 3404973
536 771 1143420
116 249 6053096
872 259 1159410
177 681 48993585
194 880 44773469
430 18 71272878
166 467 21678098
879 551 28067969
465 695 67244303
624 690 57576953
340 658 31583632
500 215 70435684
525 472 51050589
530 172 2834340
620 460 86912920
194 481 53640467
414 892 30037080
340 399 39521346
420 662 68213472
700 698 9468690
593 375 71323233
286 296 49329346
743 830 35481896
788 1 7051749
186 411 71516119
855 107 17793536
1 278 37661826
325 66 21695138
234 443 73124197
761 507 20105162
434 156 81345286
720 641 43128624
469 668 12843088
810 764 45671387
514 164 34048316
407 395 75124272
445 490 45857826
710 739 81525396
818 407 9101240
648 713 21336436
564 334 60836522
637 93 52867435
315 157 55152070
109 665 40300086
116 76 27545004
212 630 79974470
313 759 35205190
430 843 74681363
706 782 56865555
107 375 59786231
812 204 36733310
496 705 81678061
353 262 76662929
640 79 35410206
838 171 5105413
663 492 21133104
899 96 75097289
446 228 89876181
830 334 68754255
336 345 27414691
608 756 82293040
90 230 18814858
681 332 18540474
43 885 42254226
780 219 32450187
404 214 73504689
228 183 58703688
253 135 75769987
23 630 50740511
89 271 5852972
119 102 76585715
130 33 38952493
607 92 69467062
710 223 46677070
878 514 15899027
714 482 19558047
484 727 69957441
242 258 68994008
727 692 57694074
351 424 77977797
695 538 46395274
852 149 19178408
629 648 1464040
321 190 73096077
643 640 18340922
30 711 23975052
125 823 33087541
547 806 21340468
473 490 86811445
357 859 30256497
459 529 80826876
736 887 42294062
806 128 44655860
451 671 4268758
385 226 83872489
434 323 90234391
290 204 19339877
510 313 50231576
74 448 5669809
808 45 16839126
227 716 23454990
381 453 16049995
380 534 19913114
48 404 18145346
95 36 68534548
351 668 85535786
698 271 31908647
344 381 83025971
817 308 39878962
770 389 67110364
305 755 55341184
537 203 24292485
104 81 20202090
416 306 82856265
285 395 14990415
122 57 80016655
340 408 36526804
584 563 16599399
424 881 73999826
116 654 39682731
155 187 31577883
813 357 28449495
113 839 85586047
436 811 37229983
721 387 49307745
860 11 74687610
862 83 17411379
862 8 85805978
794 88 55106633
841 204 39442128
665 97 4967518
163 98 45860662
375 274 15822927
502 101 67563546
545 706 30392503
543 685 56171371
596 646 56501294
686 455 74051952
2 657 48041398
247 642 13706466
862 384 51320842
389 662 16679523
851 233 69200170
271 729 63590022
673 674 11803856
722 82 20501932
483 36 88286011
287 148 3523163
522 854 5718789
467 757 17679465
664 545 85043559
741 117 48067787
614 263 1459938
525 705 63485281
820 230 19874182
873 350 76047007
216 8 5987435
846 570 45383174
374 322 66045422
50 255 15679027
109 794 3550817
257 653 32409719
725 43 17067905
811 854 28002083
443 585 38803938
63 61 23497181
743 616 87475849
850 701 89420420
813 399 68868269
896 352 38666194
199 742 22010272
590 398 86812508
547 718 72281194
170 790 40957217
55 130 26025236
285 818 58462721
431 709 69501754
451 616 19358314
560 840 69298966
201 792 21661310
117 383 79632289
446 429 81535648
844 16 34205452
291 194 60460442
813 753 39471173
130 556 31810482
711 341 37195973
442 551 13505551
184 283 6198893
232 567 67889924
